"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Age standardised rate","N/100000","2004","HR","Croatia",4.487492340,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","HU","Hungary",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","IE","Ireland",1.590017260,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","IS","Iceland",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","IT","Italy",2.581618910,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","LT","Lithuania",1.544208850,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","LU","Luxembourg",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","LV","Latvia",1.824759740,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","MT","Malta",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","NL","Netherlands",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","NO","Norway",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","PL","Poland",6.412410780,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","PT","Portugal",0.340821020,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","RO","Romania",1.018300440,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","SE","Sweden",14.847721010,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","SI","Slovenia",5.775098770,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","SK","Slovakia",0.347649760,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","UK","United Kingdom",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","AT","Austria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","BG","Bulgaria",4.503684300,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","CY","Cyprus",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","CZ","Czechia",4.012396430,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","DK","Denmark",9.943863420,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","EE","Estonia",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","EL","Greece",0.244790590,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","ES","Spain",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","EUEEA30_21","EU/EEA (without UK)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","FI","Finland",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","HR","Croatia",2.813751910,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","HU","Hungary",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","IE","Ireland",1.392206750,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","IS","Iceland",1.489320200,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","IT","Italy",1.499454500,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","LT","Lithuania",1.927373400,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","LV","Latvia",1.018197070,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","MT","Malta",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","NL","Netherlands",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","NO","Norway",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","PL","Poland",4.277184200,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","PT","Portugal",0.725584510,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","RO","Romania",0.240838400,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","SE","Sweden",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","SI","Slovenia",4.516608200,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","SK","Slovakia",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2005","UK","United Kingdom",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","AT","Austria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","BE","Belgium",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","BG","Bulgaria",5.276004050,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","CY","Cyprus",0.879922380,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","CZ","Czechia",2.466953110,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","DK","Denmark",4.577706740,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","EE","Estonia",11.975012260,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","EL","Greece",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","ES","Spain",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","EUEEA30_21","EU/EEA (without UK)",6.023245000,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","EUEEAUK_21","EU/EEA (with UK until 2019)",5.003087000,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","FI","Finland",9.950867060,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","HR","Croatia",1.908833810,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","HU","Hungary",0.175421560,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","IE","Ireland",1.116862040,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","IS","Iceland",0.742636310,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","IT","Italy",1.628961980,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","LT","Lithuania",0.205421350,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","LV","Latvia",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","MT","Malta",0.489363500,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","NL","Netherlands",24.969621870,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","NO","Norway",135.689017910,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","PT","Portugal",0.207591030,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","RO","Romania",0.173835720,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","SE","Sweden",8.534568520,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","SI","Slovenia",30.574868870,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","SK","Slovakia",0.347625650,""
"Pertussis","All cases","Age standardised rate","N/100000","2006","UK","United Kingdom",0.856171900,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","AT","Austria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","BE","Belgium",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","BG","Bulgaria",4.234504510,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","CY","Cyprus",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","CZ","Czechia",1.968834070,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","DK","Denmark",7.759784790,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","EE","Estonia",31.858047740,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","EL","Greece",0.273137910,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","ES","Spain",0.618535030,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","EUEEA30_21","EU/EEA (without UK)",6.958283000,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",5.899202000,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","FI","Finland",9.061607860,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","HR","Croatia",2.879241470,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","HU","Hungary",0.497359470,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","IE","Ireland",1.361844430,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","IS","Iceland",0.484460070,""
"Pertussis","All cases","Age standardised rate","N/100000","2007","IT","Italy",1.563038880,""
