"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","DE","Germany",5.297933670,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","EE","Estonia",15.001181570,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","EU27_21","EU (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","EU27_UK_21","EU (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","FI","Finland",6.506623710,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","HR","Croatia",0.000000000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","HU","Hungary",0.614723780,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","IE","Ireland",0.917114630,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","IS","Iceland",5.699209730,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","LT","Lithuania",0.458763500,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","LU","Luxembourg",0.176506710,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","LV","Latvia",1.932976390,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","MT","Malta",0.000000000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","NO","Norway",4.379430020,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","SE","Sweden",13.078264140,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","SI","Slovenia",2.072398030,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","SK","Slovakia",3.322824790,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","UK","United Kingdom",5.982120210,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","BE","Belgium",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","BG","Bulgaria",27.195899220,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","CY","Cyprus",0.368265200,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","CZ","Czechia",0.406770040,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","DE","Germany",5.142787080,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","EE","Estonia",17.114079430,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","EU27_21","EU (without UK)",5.718255000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","EU27_UK_21","EU (with UK until 2019)",5.687187000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",5.696694000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",5.672773000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","FI","Finland",5.453670170,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2014","HR","Croatia",1.961945030,""
